HOLDING_CODE,OBJECTID..,SURVTYPE,SLR,ITEM7,ITEM11,ITEM12,ITEM40,ITEM157,ITEM170,ITEM122,ITEM145,ITEM2479,ITEM1703,ITEM1707,ITEM459,ITEM538,ITEM1825,ITEM1827,ITEM1828,ITEM1830,ITEM2495,ITEM1668,ITEM2512,ITEM2513,ITEM2514,ITEM2492,ITEM2499,ITEM1870,ITEM1871,ITEM1875,ITEM1872,ITEM1874,ITEM2500,ITEM2501,ITEM2502,ITEM1876,ITEM2503,ITEM2504,ITEM2505,TOTDAAREA,TOTNONLFAAREA,TOTSDAAREA,ITEM2482,ITEM2483,ITEM2484,ITEM2485,ITEM2486,ITEM2487,ITEM2321,ITEM2322,ITEM47,ITEM48,ITEM100,ITEM102,ITEM104,ITEM106,cattle.beef,cattle.dairy,calf.beef,calf.dairy,breeder.beef,breeder.dairy,service.bull,cattle.other,cattle.all
481/0054,14594,NA,0.614071,0,21.2,21.2,6.31,0,297,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,0,0,0,0,0,0,0,13.69,0.79,0,0,0,0,0,0,27,0,17,23,0,0,1,22,90
481/0057,14595,NA,4.106074,0,157.08,157.08,82.1,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.95,61.41,0,0,0,0,0,0,3.6,22.97,2.36,1,0,0,0,0,154,0,34,49,0,0,5,358,600
482/0002,14597,SAF+FSE,1.105645,22.8,42.2,65,10.39,0,1,168,0,0,0,0,1,0,4,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,33.23,10.38,5.81,2.08,0,0,0,0,66,0,31,29,3,0,2,26,157
482/0014,14598,SAF+FSE,0.712629,92.1,0,92.1,9.17,0,0,85,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,0,0,0,0,0,0,0,64.72,17.81,0,0,0,0,0,74,0,29,44,6,0,2,12,167
482/0017,14599,SAF+FSE,0.803887,74.5,0,74.5,12.02,0,0,104,0,0,0,1,0,1,0,3,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,0,0,0,0,0,0,42.3,1.5,17.19,0,0,0,0,0,61,0,26,20,0,0,1,0,108
482/0019,14622,SAF+FSE,1.152147,0,145.89,145.89,5.38,0,0,176,0,0,0,0,1,2,7,3,1,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,145.89,0,0,0,0,0,0,0,0,0,69.62,0,56.53,0,0,0,0,91,0,52,35,15,0,3,7,203
482/0020,14623,NA,0.228074,0,62.8,62.8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,0,0,0,0,0,0,4.01,12.66,24.44,17.95,0,0,0,0,17,0,8,9,0,0,1,1,36
482/0022,14624,SAF+FSE,0.593624,0,13.63,13.63,0,0,28,47,184,0,0,0,1,0,6,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,13.63,0,1,0,0,0,0,2.64,10.84,0,0,0,0,0,0,23,0,11,12,1,0,1,18,66
482/0032,14627,SAF+FSE,2.804674,154.68,0,154.68,98.8,0,0,315,0,0,0,1,1,1,5,6,1,6,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.68,0,0,0,0,0,0,0,55.55,0,0,0,0,0,0,0,399,0,121,105,7,0,15,5,652
482/0034,14647,SAF+FSE,0.862866,98.89,0,98.89,38.28,0,0,68,0,0,0,0,1,0,6,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.89,0,0,0,0,0,0,0,43.37,0,12.91,0,0,0,0,0,30,0,12,12,0,0,1,5,60
482/0038,14648,SAF+FSE,0.945253,0,79.6,79.6,29.85,0,0,114,0,0,0,0,1,0,6,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.59,66.01,0,0,0,0,0,0,0,40.95,0,6.12,0.42,0,0,0,0,87,0,22,4,0,0,0,134,247
482/0045,14651,SAF+FSE,2.823753,194.98,0,194.98,128.48,0,0,291,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,194.98,0,0,0,0,0,0,0,54.85,0.39,1.98,0,0,0,0,0,18,0,5,10,0,0,0,130,163
482/0053,14677,SAF+FSE,1.172632,115.08,0,115.08,52.02,0,0,107,0,0,0,0,1,0,4,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69.49,45.59,0,0,0,0,0,0,0,58.02,1.18,0.8,0,0,0,0,0,68,0,0,0,0,0,0,147,215
482/0065,14678,SAF+FSE,3.610479,227.18,0,227.18,39.8,0,0,547,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,227.18,0,0,0,0,0,0,65.57,42.11,73.46,0,0,0,0,0,137,0,56,63,0,0,4,99,359
482/0069,38984,Main,0.037703,0,29.6,29.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29.6,NA,NA,NA,NA,NA,NA,7.29,8.38,5.97,6.88,0,0,0,0,7,0,1,3,1,0,2,0,14
482/0077,14681,NA,3.074826,75.3,0,75.3,30.75,0,26,463,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3,0,0,0,0,0,0,34.86,5.61,4.96,0,0,0,0,0,106,0,60,65,0,0,3,112,346
482/0113,14275,SAF+FSE,1.811266,151,25.98,176.98,60.83,0,0,174,0,0,0,0,1,0,6,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,176.98,0,0,0,0,0,0,87.66,8.54,12.67,0,0,0,0,0,111,0,40,49,0,0,4,17,221
482/0126,14278,NA,0.059192,0,36.3,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,0,0,0,0,0,0,0,28,0.31,6.41,0,0,0,0,0,0,0,0,1,0,0,0,1
482/0127,39010,SAF+FSE,0.038892,0,23.3,23.3,0,0,0,0,0,0,0,0,1,0,6,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,0,1.42,14.86,5.85,0,0,0,0,0,0,0,22,0,0,0,0,0,22
482/0128,14279,SAF+FSE,0.054168,0,36.3,36.3,0,0,0,0,0,0,0,0,1,1,7,3,2,4,2,3,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,36.3,0,0,0,1,0,0,0,25.73,0,0,0,0,0,0,23,0,5,12,1,0,1,1,43
482/0134,14280,SAF+FSE,3.209779,188.24,0,188.24,40.64,0,0,474,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.24,0,0,0,0,0,0,124.13,10.86,9.88,0,0,0,0,0,69,0,30,24,12,0,1,46,182
482/0137,39034,Minor,0.032211,0,15.3,15.3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,15.18,NA,NA,NA,NA,NA,NA,2.754,12.546,0,0,0,0,0,0,12,0,0,0,13,0,0,12,37
482/0151,14303,SAF+FSE,0.078734,34.06,2.71,36.77,0,0,36,0,0,0,0,0,1,0,7,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.77,0,0,0,0,0,0,0,36.15,0,0,0,0,0,0,0,0,3,2,1,0,1,0,7
482/0164,14305,SAF+FSE,1.790158,145.77,0,145.77,45.73,0,10,191,82,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.38,37.39,0,0,0,0,0,0,65.5,3.81,28.29,0,0,0,0,0,92,0,30,39,0,0,3,50,214
482/0165,14306,NA,0.008084,0,4.56,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56,0,0,0,0,0,0,0,3.84,0,0.46,0,0,0,0,4,0,1,0,3,0,1,1,10
483/0002,14308,SAF+FSE,4.419387,208.22,0,208.22,136.11,0,0,533,0,0,0,0,1,0,6,0,5,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.06,0,0,0,0,0,0,0,54.21,11.69,4.25,0,0,0,0,0,122,0,63,48,21,0,3,49,306
483/0005,14330,SAF+FSE,0.655434,0,101.2,101.2,19.42,0,0,48,0,0,0,0,1,0,7,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.2,0,0,0,0,0,0,57.52,16.12,2.91,0,0,0,0,0,87,0,18,22,0,0,2,58,187
483/0006,14331,NA,1.608113,78.9,0,78.9,0,0,0,129,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,0,0,0,0,0,0,66.21,0,11.05,0,0,0,0,0,61,0,22,22,0,0,0,53,158
483/0008,14332,NA,0.856047,72.7,0,72.7,27.77,0,0,81,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3,0,0,0,0,0,0,42.32,1.88,0.1,0,0,0,0,0,49,0,19,23,0,0,2,0,93
483/0009,14333,SAF+FSE,1.556924,139.74,0,139.74,20.39,0,0,202,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.74,0,0,0,0,0,0,85.49,17.3,14.13,0,0,0,0,0,86,0,36,49,2,0,2,30,205
483/0010,14334,SAF+FSE,0.961513,66.03,0,66.03,0,0,27,147,20,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.03,0,0,0,0,0,0,0,60.94,5.09,0,0,0,0,0,64,0,12,35,22,0,2,22,157
483/0012,14335,NA,1.587874,0,123.5,123.5,91.3,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5,0,0,0,0,0,0,23.24,0,0,0,0,0,0,0,126,0,27,47,0,0,5,31,236
483/0013,14356,NA,0.089768,152.1,0,152.1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.1,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,41
483/0017,14357,SAF+FSE,1.125979,101.03,0,101.03,63.44,0,0,81,0,0,0,0,1,0,5,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.03,0,0,0,0,0,0,0,35.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70
483/0020,14358,SAF+FSE,0.601339,63.41,0,63.41,21.58,0,0,61,0,0,0,0,1,0,5,0,5,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63.41,0,0,0,0,0,0,0,0,35.82,3.98,1.83,0,0,0,0,0,7,0,2,0,0,0,0,76,85
483/0021,14359,SAF+FSE,0.728437,0,64.32,64.32,0.14,0,40,112,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.32,0,0,0,0,0,0,17.09,28.73,17,1.34,0,0,0,0,59,0,27,30,1,0,2,0,119
483/0022,39516,NA,0.008295,0,3.96,3.96,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,0,0,NA,NA,NA,NA,NA,NA,0,3.94,0,0,0,0,0,0,25,0,0,0,0,0,0,38,63
483/0024,14361,NA,5.758097,228.77,0,228.77,77.07,0,0,862,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.99,139.78,0,0,0,0,0,0,132.82,1.47,7.25,0,0,0,0,0,175,1,81,69,0,0,0,80,406
483/0026,14383,SAF+FSE,1.452958,127.26,0,127.26,63.38,0,0,127,0,0,0,0,1,0,5,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,33.26,94.18,0,0,0,0,0,0,0,43.85,0,16,0,0,0,0,0,1,0,25,20,54,0,1,0,101
483/0028,14384,NA,2.759958,66.4,0,66.4,35.35,0,0,173,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,0,0,0,0,0,0,0,0,15.22,14.26,0.1,0,0,0,0,0,35,0,19,6,0,0,1,61,122
483/0034,14387,SAF+FSE,0.2572,0,89.96,89.96,20.29,0,0,0,0,0,1,1,0,1,0,7,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.96,0,0,0,0,0,0,0,18.72,2,0,8.74,0,0,0,0,5,0,2,3,3,0,0,24,37
483/0036,14388,SAF+FSE,4.330105,180.25,0,180.25,59.51,0,0,213,1520,0,0,0,1,0,7,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,123.52,55.13,0,0,0,0,0,0,0,78.3,2.59,2.75,0,0,0,0,0,60,0,0,0,0,0,0,145,205
483/0041,39539,SAF+FSE,0.097916,14.5,0,14.5,1.37,0,30,13,0,0,0,0,1,0,7,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,1.38,12.55,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
483/0044,14410,NA,2.295992,161.1,0,161.1,19.98,0,0,116,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.1,0,0,0,0,0,0,65.47,31.47,38.78,0,0,0,0,0,169,0,53,45,0,0,1,4,272
483/0045,14411,NA,6.020653,123.77,0,123.77,25.05,0,0,309,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.77,0,0,0,0,0,0,73.28,3.88,21.4,0,0,0,0,0,70,0,38,31,4,0,3,23,169
483/0048,14412,SAF+FSE,1.661134,101.6,0,101.6,31.59,0,0,129,281,0,0,0,1,0,4,0,6,0,3,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,101.6,0,0,0,0,0,0,24.39,41.07,1.6,0,0,0,0,0,48,0,23,17,1,0,2,21,112
483/0064,14415,SAF+FSE,0.070268,6.9,0,6.9,0,0,7,11,0,0,0,0,1,0,5,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,4.07,1.36,0,0,0,0,0,6,0,3,3,6,0,0,0,18
483/0078,14437,SAF+FSE,0.473566,0,62.47,62.47,42.04,0,0,0,0,0,0,0,1,0,7,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.47,0,0,0,0,0,0,16.86,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,48,48
484/0001,14443,SAF+FSE,1.286068,0,231.4,231.4,16.44,0,9,159,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.4,0,0,0,0,0,0,53.24,0.9,159.16,5.97,0,0,0,0,66,0,33,25,8,0,2,20,154
484/0002,14465,SAF+FSE,3.408558,0,202.65,202.65,72.58,0,0,468,0,0,0,0,1,0,5,0,5,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,128.63,0,74.02,0,0,0,0,0,0,94.28,2.84,19.6,9.28,0,0,0,0,97,0,35,42,44,0,3,74,295
484/0018,14469,SAF+FSE,1.848411,0,151.2,151.2,50.98,2,3,20,661,0,0,0,1,0,6,0,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,108.59,0,42.61,0,0,0,0,0,0,48.65,28.41,12.2,3.56,0,0,0,0,0,0,0,0,0,0,0,29,29
484/0019,14470,SAF+FSE,0.623779,0,55.25,55.25,6.38,0,12,91,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.25,0,0,0,0,0,0,24.56,9.09,15,0,0,0,0,0,33,0,18,10,6,0,1,28,96
484/0022,14471,SAF+FSE,0.252874,41.8,1.17,42.97,0,0,0,34,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.97,0,0,0,0,0,0,12.38,18.02,3.24,0,0,0,0,0,16,0,6,4,3,0,0,4,33
484/0027,15350,NA,0.136974,43.1,0,43.1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1,0,0,0,0,0,0,3.88,24.41,12.06,1.4,0,0,0,0,39,0,0,0,0,0,1,15,55
484/0034,15351,SAF+FSE,3.673429,347.04,464,811.04,21.83,0,0,172,976,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.04,0,0,0,0,0,0,119.44,44.9,604.61,20,0,0,0,0,123,0,64,51,8,0,2,0,248
484/0035,15352,NA,3.674982,0,691.44,691.44,0,0,0,243,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6,0,0,0,0,0,0,0,464.15,0,0,0,0,0,0,125,0,24,32,16,0,0,80,277
484/0043,39679,Minor,0.112968,0,53.76,53.76,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,53.76,NA,NA,NA,NA,NA,NA,12.725,40.935,0,0,0,0,0,0,5,0,5,0,9,0,8,0,27
485/0004,15380,SAF+FSE,0.033324,0,30.86,30.86,0,0,0,0,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,0,0,0,0,0,0,0,0,13.23,6.93,0,0,0,0,0,60,0,18,18,6,0,2,20,124
485/0013,14927,SAF+FSE,1.922321,0,150.68,150.68,54.29,0,0,126,302,0,0,0,1,0,7,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.68,0,0,0,0,0,0,0,67.53,25.1,0,0,0,0,0,0,16,104,20,28,7,22,1,20,218
485/0018,14952,SAF+FSE,0.697474,0,41.26,41.26,9.28,0,0,109,0,0,0,0,1,0,5,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.26,0,0,0,0,0,0,15.42,8,7.28,0,0,0,0,0,49,0,24,16,1,0,2,53,145
485/0026,14955,SAF+FSE,0.011405,0,9,9,0,0,3,0,0,1,0,0,1,0,7,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5.29,0,0,0,0,0,0,10,0,3,3,2,0,0,3,21
485/0043,14981,NA,2.189963,0,163.78,163.78,20.49,0,0,117,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,43.77,59.61,33,0,0,0,0,0,30,0,5,6,7,0,2,8,58
486/0001,14983,SAF+FSE,5.197239,0,270.4,270.4,34.01,0,0,0,2668,0,0,1,1,1,7,5,2,6,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,270.4,0,0,0,0,0,0,0,0,67.98,109.4,0,47,0,0,0,0,71,0,20,24,8,0,1,51,175
486/0004,15006,NA,2.568126,0,108.63,108.63,9.71,0,0,405,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.63,0,0,0,0,0,0,0,0,11.43,83.77,0,0,0,0,0,0,12,117,50,48,0,30,2,62,321
486/0009,15007,SAF+FSE,1.132258,0,434.08,434.08,0.92,0,0,0,365,0,0,0,1,0,5,0,5,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,434.08,0,0,0,0,0,0,15.13,207.67,22.46,172.57,0,0,0,0,70,0,17,9,0,0,1,17,114
486/0014,15009,NA,0.003811,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,77,0,30,23,0,0,2,62,194
486/0015,15010,SAF+FSE,3.152579,0,135.3,135.3,12.64,0,0,140,1229,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.3,0,0,0,0,0,0,31.93,46.68,41.2,0,0,0,0,0,65,0,37,20,6,0,2,0,130
486/0019,15011,SAF+FSE,7.418718,0,296.4,296.4,87.8,0,0,271,2392,0,0,0,1,0,6,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.28,129.85,0,0,0,0,0,0,66.13,114.76,12.33,2.5,0,0,0,0,95,0,59,31,0,0,2,0,187
486/0022,15012,SAF+FSE,2.503492,0,90.22,90.22,18.48,0,0,16,1198,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90.22,0,0,0,0,0,0,0,0,37.08,31.35,0.13,0,4,0,0,0,69,0,20,37,3,0,1,63,193
486/0024,15034,SAF+FSE,3.821882,0,157.32,157.32,45.45,0,0,68,1666,0,0,0,1,0,5,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.32,0,0,0,0,0,0,0,63.98,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
486/0028,15036,SAF+FSE,9.792211,0,475.23,475.23,24.46,0,0,105,4887,0,0,0,1,0,5,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.03,296.2,0,0,0,0,0,0,35.38,278.19,130.3,0.34,0,0,0,0,61,0,32,28,0,0,1,35,157
486/0030,15037,SAF+FSE,2.906197,0,93.1,93.1,0,0,0,130,1163,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,93.1,0,0,0,0,0,0,20.44,71.94,0,0,0,0,0,0,81,0,17,16,6,0,2,18,140
486/0032,15038,Main+FSE,0.074337,0,44.54,44.54,0,0,0,0,0,0,0,1,0,1,0,5,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.54,0,0,0,0,0,0,4.71,30.6,0,9.23,0,0,0,0,27,0,11,14,1,0,1,2,56
486/0038,39436,Minor,0.024105,0,14.5,14.5,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,14.5,NA,NA,NA,NA,NA,NA,2.061,9.389,0,0.3,0,0,0,0,0,0,0,0,0,0,0,3,3
486/0039,15040,SAF+FSE,2.333134,0,231,231,0,0,0,34,1055,0,0,0,2,0,5,0,4,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,151.89,27.57,1.08,0,0,0,0,29,0,14,12,26,0,1,0,82
486/0046,15064,NA,0.726447,0,117.51,117.51,19.99,0,0,21,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.61,0,0,0,0,0,0,20.69,57.71,9,0.54,0,0,0,0,43,0,19,21,6,0,1,23,113
486/0051,15065,NA,1.599805,0,74.06,74.06,0,0,20,166,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,0,0,0,0,0,0,0,74.06,0,0,0,0,0,0,50,0,19,27,0,0,1,0,97
486/0053,15066,SAF+FSE,2.864505,0,66.06,66.06,0,0,0,282,0,0,0,0,1,0,3,0,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.06,0,0,0,0,0,0,47.8,18.34,0,0,79,9,5,0,0,117,39,36,0,30,2,15,239
486/0057,15067,Main+FSE,0.110989,0,57.47,57.47,0,0,0,0,0,0,0,0,2,0,4,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.47,0,0,0,0,0,0,0,0,52.72,0,3.03,0,0,0,0,70,0,30,33,0,0,2,5,140
486/0058,15068,SAF+FSE,2.984863,0,232.71,232.71,168.76,0,0,31,0,0,0,0,1,0,4,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.71,0,0,0,0,0,0,0,31.44,19.27,0,0,0,0,0,0,45,0,13,19,0,0,1,18,96
486/0061,15090,SAF+FSE,0.091305,0,48.01,48.01,0,0,0,0,0,0,0,0,1,0,4,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.01,0,0,0,0,0,0,5.8,37.57,0,3.34,0,0,0,0,59,0,27,24,11,0,2,65,188
486/0065,15094,SAF+FSE,4.430211,0,189.39,189.39,0,0,0,334,0,0,0,0,1,1,7,5,2,6,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.39,0,0,0,0,0,0,0,0,137.85,0,0,147,15,34,10,0,138,1,55,0,54,3,0,251
486/0070,39466,Minor,0.004,0,1.9,1.9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.9,NA,NA,NA,NA,NA,NA,0.68,1.22,0,0,0,0,0,0,3,0,6,1,0,0,0,0,10
486/0073,15120,NA,9.082071,0,295.77,295.77,92.96,0,0,737,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.77,28.65,0,0,0,0,0,0,180.14,42.68,0,0.38,120,15,15,15,0,142,38,45,12,10,2,331,580
486/0082,15123,SAF+FSE,1.325189,37.1,0,37.1,0,0,0,228,0,0,0,0,1,0,6,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1,0,0,0,0,0,0,17.23,17.86,1,0,0,0,0,0,102,0,46,24,4,0,1,6,183
