HOLDING_CODE,off.farm.income,successor
474/0021,TRUE,FALSE
474/0029,FALSE,TRUE
474/0034,TRUE,FALSE
474/0052,TRUE,FALSE
479/0234,FALSE,TRUE
479/0252,TRUE,FALSE
479/0253,TRUE,FALSE
480/0001,FALSE,TRUE
480/0003,FALSE,TRUE
486/0004,FALSE,TRUE
486/0009,FALSE,TRUE
486/0014,TRUE,FALSE
486/0015,FALSE,TRUE
486/0019,FALSE,TRUE
486/0022,FALSE,FALSE
486/0024,FALSE,TRUE
491/0047,FALSE,TRUE
491/0052,FALSE,FALSE
491/0053,FALSE,FALSE
491/0057,FALSE,TRUE
491/0058,FALSE,TRUE
491/0073,TRUE,FALSE
491/0095,TRUE,FALSE
475/0002,FALSE,TRUE
475/0005,FALSE,TRUE
475/0015,FALSE,TRUE
475/0033,FALSE,TRUE
475/0038,TRUE,FALSE
480/0004,TRUE,FALSE
480/0009,TRUE,FALSE
480/0010,TRUE,FALSE
480/0012,FALSE,FALSE
480/0029,TRUE,FALSE
480/0032,FALSE,TRUE
480/0033,TRUE,FALSE
486/0028,FALSE,TRUE
486/0030,FALSE,TRUE
486/0039,TRUE,FALSE
486/0046,TRUE,FALSE
486/0051,FALSE,TRUE
486/0053,FALSE,TRUE
486/0058,FALSE,TRUE
492/0002,FALSE,TRUE
492/0010,FALSE,TRUE
492/0011,TRUE,FALSE
492/0013,TRUE,FALSE
492/0015,FALSE,TRUE
492/0017,FALSE,TRUE
492/0018,TRUE,FALSE
476/0001,TRUE,FALSE
476/0002,FALSE,TRUE
476/0003,FALSE,TRUE
476/0006,FALSE,FALSE
477/0004,FALSE,FALSE
480/0034,TRUE,FALSE
480/0035,TRUE,FALSE
480/0036,FALSE,TRUE
480/0038,TRUE,FALSE
480/0040,TRUE,FALSE
486/0065,TRUE,FALSE
486/0073,FALSE,TRUE
486/0082,FALSE,TRUE
492/0023,FALSE,FALSE
492/0025,FALSE,TRUE
492/0026,FALSE,TRUE
492/0029,FALSE,TRUE
492/0030,FALSE,TRUE
492/0035,FALSE,TRUE
492/0039,FALSE,TRUE
492/0040,TRUE,FALSE
492/0048,TRUE,FALSE
477/0038,FALSE,FALSE
480/0069,FALSE,TRUE
481/0001,FALSE,FALSE
481/0004,FALSE,TRUE
481/0008,TRUE,FALSE
481/0010,FALSE,TRUE
481/0014,TRUE,FALSE
486/0096,TRUE,FALSE
486/0122,TRUE,FALSE
486/0142,TRUE,FALSE
492/0066,TRUE,FALSE
493/0003,FALSE,TRUE
493/0006,TRUE,FALSE
493/0012,FALSE,TRUE
493/0014,FALSE,TRUE
493/0019,TRUE,FALSE
493/0021,FALSE,FALSE
477/0040,FALSE,TRUE
477/0041,TRUE,FALSE
477/0054,TRUE,FALSE
477/0057,TRUE,FALSE
477/0060,TRUE,FALSE
481/0017,FALSE,FALSE
481/0024,FALSE,FALSE
481/0029,FALSE,TRUE
481/0030,FALSE,TRUE
481/0033,FALSE,TRUE
487/0002,FALSE,FALSE
487/0006,TRUE,FALSE
487/0013,FALSE,TRUE
487/0019,FALSE,TRUE
487/0020,TRUE,FALSE
487/0022,FALSE,FALSE
493/0034,FALSE,TRUE
493/0042,FALSE,TRUE
493/0043,FALSE,TRUE
493/0044,FALSE,TRUE
493/0047,TRUE,FALSE
493/0048,TRUE,FALSE
478/0004,FALSE,TRUE
478/0005,TRUE,FALSE
478/0007,FALSE,FALSE
478/0018,FALSE,TRUE
481/0037,FALSE,TRUE
481/0048,FALSE,TRUE
481/0054,TRUE,FALSE
481/0057,FALSE,TRUE
482/0002,FALSE,TRUE
482/0014,TRUE,FALSE
482/0017,TRUE,FALSE
482/0019,TRUE,FALSE
482/0020,FALSE,TRUE
487/0034,FALSE,FALSE
487/0048,FALSE,TRUE
493/0049,FALSE,TRUE
493/0052,TRUE,FALSE
493/0058,FALSE,TRUE
493/0060,TRUE,FALSE
493/0063,TRUE,FALSE
493/0064,FALSE,TRUE
493/0065,TRUE,FALSE
478/0020,FALSE,TRUE
478/0030,FALSE,TRUE
478/0031,FALSE,TRUE
478/0041,FALSE,TRUE
482/0022,TRUE,FALSE
482/0032,TRUE,FALSE
482/0034,FALSE,TRUE
482/0038,FALSE,TRUE
482/0045,FALSE,TRUE
488/0005,FALSE,TRUE
488/0010,TRUE,FALSE
493/0072,FALSE,FALSE
493/0077,TRUE,FALSE
494/0001,TRUE,FALSE
494/0006,TRUE,FALSE
494/0010,TRUE,FALSE
478/0042,FALSE,TRUE
478/0045,FALSE,TRUE
478/0047,FALSE,TRUE
478/0048,TRUE,FALSE
478/0051,FALSE,FALSE
478/0053,TRUE,FALSE
478/0059,TRUE,FALSE
482/0053,FALSE,TRUE
482/0065,FALSE,TRUE
482/0077,FALSE,TRUE
488/0011,FALSE,TRUE
488/0018,FALSE,TRUE
488/0019,TRUE,FALSE
488/0024,FALSE,FALSE
488/0038,TRUE,FALSE
494/0013,FALSE,FALSE
494/0015,FALSE,TRUE
494/0017,FALSE,TRUE
494/0028,FALSE,TRUE
494/0030,TRUE,FALSE
495/0001,FALSE,TRUE
495/0004,TRUE,FALSE
495/0006,TRUE,FALSE
478/0080,TRUE,FALSE
479/0007,TRUE,FALSE
479/0011,FALSE,TRUE
482/0113,FALSE,TRUE
482/0128,TRUE,FALSE
488/0048,FALSE,TRUE
488/0063,FALSE,TRUE
488/0070,FALSE,TRUE
495/0007,FALSE,TRUE
495/0009,FALSE,TRUE
495/0012,TRUE,FALSE
495/0013,FALSE,FALSE
495/0014,FALSE,TRUE
495/0022,FALSE,TRUE
479/0012,FALSE,TRUE
479/0015,FALSE,TRUE
479/0016,FALSE,TRUE
479/0024,FALSE,FALSE
479/0025,FALSE,TRUE
479/0029,TRUE,FALSE
479/0031,FALSE,FALSE
479/0043,FALSE,FALSE
482/0134,FALSE,TRUE
482/0164,FALSE,TRUE
483/0002,FALSE,TRUE
483/0005,FALSE,FALSE
483/0006,TRUE,FALSE
483/0008,TRUE,FALSE
488/0083,TRUE,FALSE
489/0003,TRUE,FALSE
495/0042,TRUE,FALSE
496/0003,FALSE,FALSE
496/0006,FALSE,FALSE
496/0010,TRUE,FALSE
496/0011,FALSE,TRUE
496/0014,FALSE,TRUE
465/0463,FALSE,FALSE
465/0469,FALSE,TRUE
465/0474,TRUE,FALSE
465/0476,TRUE,FALSE
465/0490,TRUE,FALSE
465/0492,FALSE,FALSE
466/0002,FALSE,TRUE
466/0015,TRUE,FALSE
466/0017,TRUE,FALSE
471/0080,FALSE,TRUE
471/0090,FALSE,FALSE
471/0091,FALSE,TRUE
472/0001,TRUE,FALSE
464/0236,TRUE,FALSE
464/0266,TRUE,FALSE
465/0500,TRUE,FALSE
465/0503,TRUE,FALSE
465/0504,TRUE,FALSE
465/0515,FALSE,FALSE
466/0023,FALSE,TRUE
466/0040,TRUE,FALSE
466/0041,FALSE,TRUE
466/0044,TRUE,FALSE
466/0046,FALSE,TRUE
472/0002,FALSE,TRUE
472/0006,FALSE,TRUE
472/0007,FALSE,FALSE
472/0011,FALSE,FALSE
472/0019,FALSE,TRUE
472/0021,FALSE,FALSE
464/0355,TRUE,FALSE
464/0358,FALSE,TRUE
464/0361,FALSE,FALSE
464/0364,TRUE,FALSE
464/0365,FALSE,FALSE
465/0523,FALSE,FALSE
465/0536,FALSE,TRUE
465/0542,TRUE,FALSE
465/0548,TRUE,FALSE
465/0552,TRUE,FALSE
466/0088,FALSE,TRUE
472/0042,FALSE,TRUE
472/0063,TRUE,FALSE
472/0064,TRUE,FALSE
472/0071,FALSE,TRUE
465/0003,TRUE,FALSE
465/0554,TRUE,FALSE
465/0560,TRUE,FALSE
465/0566,TRUE,FALSE
467/0001,FALSE,TRUE
467/0003,FALSE,TRUE
467/0016,FALSE,TRUE
467/0018,FALSE,TRUE
467/0019,FALSE,TRUE
472/0093,FALSE,TRUE
474/0003,TRUE,FALSE
465/0023,TRUE,FALSE
465/0025,TRUE,FALSE
465/0028,TRUE,FALSE
465/0029,TRUE,FALSE
465/0595,TRUE,FALSE
467/0039,TRUE,FALSE
467/0040,TRUE,FALSE
467/0044,FALSE,TRUE
467/0045,FALSE,TRUE
467/0052,FALSE,FALSE
467/0056,FALSE,TRUE
467/0062,TRUE,FALSE
467/0063,FALSE,TRUE
474/0006,FALSE,TRUE
474/0008,FALSE,TRUE
474/0012,FALSE,FALSE
474/0014,TRUE,FALSE
474/0015,FALSE,TRUE
465/0049,TRUE,FALSE
465/0655,TRUE,FALSE
467/0067,FALSE,TRUE
467/0079,TRUE,FALSE
467/0083,FALSE,TRUE
467/0086,TRUE,FALSE
463/0046,TRUE,FALSE
463/0066,FALSE,FALSE
463/0071,TRUE,FALSE
465/0080,TRUE,FALSE
465/0674,FALSE,TRUE
465/0676,FALSE,FALSE
465/0677,TRUE,FALSE
465/0679,TRUE,FALSE
465/0682,TRUE,FALSE
465/0688,TRUE,FALSE
465/0689,TRUE,FALSE
467/0089,FALSE,TRUE
467/0099,TRUE,FALSE
467/0102,TRUE,FALSE
467/0108,FALSE,TRUE
468/0001,FALSE,FALSE
463/0073,TRUE,FALSE
463/0080,FALSE,TRUE
463/0085,FALSE,TRUE
465/0108,TRUE,FALSE
465/0109,FALSE,TRUE
465/0143,TRUE,FALSE
465/0693,TRUE,FALSE
465/0699,TRUE,FALSE
465/0704,TRUE,FALSE
465/0706,TRUE,FALSE
465/0712,TRUE,FALSE
465/0715,FALSE,TRUE
468/0005,TRUE,FALSE
468/0006,TRUE,FALSE
468/0009,FALSE,FALSE
468/0012,FALSE,TRUE
468/0017,TRUE,FALSE
463/0120,TRUE,FALSE
463/0125,TRUE,FALSE
463/0126,TRUE,FALSE
463/0131,FALSE,FALSE
463/0140,TRUE,FALSE
465/0726,TRUE,FALSE
465/0727,TRUE,FALSE
468/0023,FALSE,TRUE
468/0024,FALSE,TRUE
468/0025,FALSE,TRUE
468/0030,FALSE,FALSE
469/0001,FALSE,TRUE
463/0153,TRUE,FALSE
463/0169,TRUE,FALSE
463/0192,TRUE,FALSE
465/0240,FALSE,FALSE
465/0256,TRUE,FALSE
465/0265,FALSE,TRUE
465/0735,TRUE,FALSE
465/0740,TRUE,FALSE
469/0009,FALSE,TRUE
463/0203,FALSE,TRUE
463/0206,TRUE,FALSE
463/0218,FALSE,TRUE
465/0266,FALSE,TRUE
465/0272,TRUE,FALSE
465/0275,TRUE,FALSE
465/0276,TRUE,FALSE
465/0290,TRUE,FALSE
465/0295,TRUE,FALSE
465/0300,FALSE,FALSE
465/0762,TRUE,FALSE
465/0767,TRUE,FALSE
465/0806,FALSE,FALSE
469/0035,TRUE,FALSE
469/0040,TRUE,FALSE
463/0264,TRUE,FALSE
463/0272,FALSE,TRUE
463/0274,FALSE,FALSE
463/0280,TRUE,FALSE
463/0285,TRUE,FALSE
465/0313,TRUE,FALSE
465/0319,TRUE,FALSE
465/0328,TRUE,FALSE
465/0829,TRUE,FALSE
465/0852,TRUE,FALSE
465/0854,TRUE,FALSE
470/0010,FALSE,FALSE
470/0019,TRUE,FALSE
464/0003,FALSE,TRUE
464/0004,FALSE,TRUE
465/0348,TRUE,FALSE
465/0351,TRUE,FALSE
465/0354,TRUE,FALSE
465/0861,TRUE,FALSE
465/0888,TRUE,FALSE
470/0024,FALSE,FALSE
470/0025,FALSE,FALSE
470/0029,TRUE,FALSE
470/0033,TRUE,FALSE
470/0035,TRUE,FALSE
464/0007,TRUE,FALSE
464/0020,TRUE,FALSE
465/0374,TRUE,FALSE
465/0898,TRUE,FALSE
465/0920,TRUE,FALSE
465/0935,TRUE,FALSE
465/0940,TRUE,FALSE
470/0052,TRUE,FALSE
470/0066,FALSE,TRUE
470/0068,TRUE,FALSE
470/0069,TRUE,FALSE
464/0050,TRUE,FALSE
464/0092,TRUE,FALSE
465/0391,TRUE,FALSE
465/0406,TRUE,FALSE
465/0408,TRUE,FALSE
465/0410,TRUE,FALSE
465/0412,TRUE,FALSE
465/0973,TRUE,FALSE
471/0004,TRUE,FALSE
471/0005,TRUE,FALSE
471/0008,TRUE,FALSE
464/0096,TRUE,FALSE
464/0105,TRUE,FALSE
464/0106,TRUE,FALSE
464/0114,TRUE,FALSE
464/0120,TRUE,FALSE
464/0126,TRUE,FALSE
465/0415,TRUE,FALSE
465/0416,FALSE,TRUE
465/0420,TRUE,FALSE
465/0427,TRUE,FALSE
465/0434,TRUE,FALSE
471/0012,TRUE,FALSE
471/0017,TRUE,FALSE
471/0020,FALSE,TRUE
471/0031,TRUE,FALSE
464/0127,FALSE,TRUE
464/0132,TRUE,FALSE
464/0133,TRUE,FALSE
464/0150,TRUE,FALSE
465/0439,TRUE,FALSE
465/0440,TRUE,FALSE
465/0442,FALSE,TRUE
465/0445,TRUE,FALSE
465/0450,FALSE,TRUE
465/0451,TRUE,FALSE
465/0454,TRUE,FALSE
532/0066,FALSE,TRUE
532/0067,FALSE,TRUE
532/0070,TRUE,FALSE
532/0071,TRUE,FALSE
532/0072,FALSE,TRUE
532/0073,TRUE,FALSE
532/0079,FALSE,TRUE
532/0092,FALSE,TRUE
538/0043,FALSE,TRUE
538/0046,FALSE,TRUE
538/0048,FALSE,TRUE
538/0054,TRUE,FALSE
541/0059,TRUE,FALSE
541/0066,FALSE,TRUE
541/0101,FALSE,FALSE
541/0107,FALSE,TRUE
542/0003,FALSE,TRUE
542/0004,FALSE,TRUE
542/0009,TRUE,FALSE
542/0010,TRUE,FALSE
530/0201,FALSE,FALSE
530/0202,TRUE,FALSE
530/0205,TRUE,FALSE
530/0206,TRUE,FALSE
530/0209,FALSE,FALSE
530/0211,FALSE,FALSE
530/0214,TRUE,FALSE
532/0093,FALSE,TRUE
532/0096,FALSE,TRUE
532/0097,TRUE,FALSE
532/0098,TRUE,FALSE
532/0099,FALSE,FALSE
532/0101,FALSE,TRUE
532/0102,FALSE,TRUE
532/0103,TRUE,FALSE
538/0069,TRUE,FALSE
538/0078,FALSE,FALSE
538/0080,FALSE,FALSE
538/0081,FALSE,TRUE
538/0082,FALSE,FALSE
538/0085,FALSE,FALSE
538/0087,FALSE,TRUE
538/0091,FALSE,TRUE
538/0092,FALSE,TRUE
542/0012,TRUE,FALSE
542/0020,FALSE,FALSE
542/0021,TRUE,FALSE
542/0025,TRUE,FALSE
542/0027,TRUE,FALSE
542/0029,FALSE,FALSE
542/0031,FALSE,FALSE
530/0221,FALSE,TRUE
530/0223,FALSE,TRUE
530/0225,FALSE,TRUE
530/0226,FALSE,TRUE
530/0229,TRUE,FALSE
530/0232,TRUE,FALSE
530/0235,FALSE,TRUE
532/0109,FALSE,TRUE
532/0120,FALSE,TRUE
532/0152,TRUE,FALSE
538/0095,FALSE,TRUE
538/0096,FALSE,TRUE
538/0097,TRUE,FALSE
538/0103,FALSE,FALSE
538/0109,TRUE,FALSE
538/0110,FALSE,TRUE
538/0111,FALSE,TRUE
538/0112,FALSE,TRUE
538/0114,FALSE,TRUE
542/0044,FALSE,FALSE
542/0046,TRUE,FALSE
542/0048,FALSE,TRUE
542/0055,FALSE,TRUE
530/0246,FALSE,FALSE
530/0247,FALSE,FALSE
530/0250,FALSE,TRUE
530/0252,FALSE,FALSE
530/0256,FALSE,FALSE
530/0258,FALSE,TRUE
530/0265,FALSE,FALSE
530/0269,FALSE,FALSE
530/0272,FALSE,TRUE
532/0157,TRUE,FALSE
533/0001,FALSE,FALSE
533/0002,FALSE,TRUE
533/0003,FALSE,FALSE
538/0118,FALSE,FALSE
538/0121,FALSE,TRUE
538/0122,FALSE,FALSE
538/0125,FALSE,TRUE
538/0140,FALSE,TRUE
538/0147,FALSE,TRUE
538/0149,FALSE,TRUE
538/0150,FALSE,FALSE
542/0099,FALSE,TRUE
543/0001,FALSE,TRUE
543/0011,TRUE,FALSE
530/0275,TRUE,FALSE
530/0280,TRUE,FALSE
530/0281,FALSE,TRUE
530/0283,FALSE,TRUE
530/0293,FALSE,TRUE
530/0347,TRUE,FALSE
533/0005,FALSE,TRUE
533/0006,FALSE,TRUE
533/0009,TRUE,FALSE
533/0011,TRUE,FALSE
533/0014,TRUE,FALSE
533/0019,FALSE,FALSE
533/0022,FALSE,TRUE
538/0151,FALSE,TRUE
538/0153,FALSE,FALSE
538/0155,FALSE,TRUE
538/0158,FALSE,FALSE
538/0160,TRUE,FALSE
538/0163,FALSE,FALSE
538/0166,TRUE,FALSE
538/0168,FALSE,TRUE
543/0021,TRUE,FALSE
543/0048,FALSE,TRUE
543/0050,TRUE,FALSE
544/0002,FALSE,TRUE
544/0010,FALSE,TRUE
544/0019,TRUE,FALSE
530/0387,FALSE,TRUE
530/0405,TRUE,FALSE
533/0023,TRUE,FALSE
533/0026,FALSE,TRUE
533/0027,FALSE,TRUE
533/0028,TRUE,FALSE
533/0029,TRUE,FALSE
533/0031,FALSE,TRUE
533/0039,FALSE,TRUE
538/0171,FALSE,FALSE
538/0174,TRUE,FALSE
538/0180,FALSE,TRUE
538/0181,TRUE,FALSE
538/0182,TRUE,FALSE
538/0189,TRUE,FALSE
528/0009,FALSE,TRUE
528/0010,TRUE,FALSE
528/0012,FALSE,TRUE
528/0013,TRUE,FALSE
528/0014,FALSE,TRUE
528/0018,FALSE,FALSE
528/0024,FALSE,TRUE
528/0027,TRUE,FALSE
530/0409,FALSE,TRUE
531/0003,FALSE,TRUE
531/0004,TRUE,FALSE
531/0010,FALSE,FALSE
533/0044,FALSE,TRUE
538/0191,FALSE,TRUE
538/0243,TRUE,FALSE
539/0001,TRUE,FALSE
528/0041,FALSE,TRUE
529/0005,FALSE,TRUE
529/0008,TRUE,FALSE
529/0016,FALSE,TRUE
529/0017,FALSE,TRUE
531/0011,FALSE,TRUE
531/0013,FALSE,TRUE
531/0014,FALSE,TRUE
531/0021,FALSE,TRUE
531/0030,FALSE,TRUE
531/0032,FALSE,TRUE
531/0035,FALSE,FALSE
531/0038,FALSE,TRUE
534/0016,TRUE,FALSE
534/0017,FALSE,TRUE
535/0001,FALSE,FALSE
535/0002,FALSE,TRUE
535/0004,FALSE,FALSE
539/0006,TRUE,FALSE
539/0007,TRUE,FALSE
539/0011,FALSE,FALSE
539/0014,FALSE,FALSE
529/0018,TRUE,FALSE
529/0021,TRUE,FALSE
529/0024,FALSE,TRUE
529/0025,TRUE,FALSE
529/0026,FALSE,FALSE
529/0033,FALSE,FALSE
529/0042,FALSE,TRUE
531/0064,FALSE,FALSE
531/0072,FALSE,FALSE
531/0075,FALSE,TRUE
531/0076,TRUE,FALSE
531/0079,FALSE,TRUE
531/0084,FALSE,FALSE
531/0085,FALSE,TRUE
535/0007,TRUE,FALSE
535/0008,FALSE,TRUE
535/0011,FALSE,TRUE
535/0013,TRUE,FALSE
536/0005,TRUE,FALSE
536/0010,FALSE,TRUE
536/0011,FALSE,TRUE
539/0023,TRUE,FALSE
539/0024,TRUE,FALSE
539/0027,FALSE,TRUE
539/0030,FALSE,TRUE
539/0031,FALSE,FALSE
539/0034,FALSE,FALSE
539/0039,FALSE,TRUE
530/0001,FALSE,TRUE
530/0003,FALSE,TRUE
530/0004,FALSE,TRUE
530/0007,FALSE,TRUE
530/0009,FALSE,TRUE
530/0011,TRUE,FALSE
531/0098,FALSE,TRUE
531/0101,FALSE,TRUE
531/0104,FALSE,TRUE
531/0106,TRUE,FALSE
531/0108,FALSE,FALSE
531/0116,FALSE,TRUE
531/0118,FALSE,TRUE
536/0017,FALSE,TRUE
536/0026,FALSE,TRUE
536/0047,TRUE,FALSE
539/0041,FALSE,FALSE
539/0046,FALSE,TRUE
539/0081,FALSE,TRUE
530/0022,TRUE,FALSE
530/0025,FALSE,TRUE
530/0028,FALSE,TRUE
530/0029,FALSE,TRUE
530/0031,TRUE,FALSE
530/0032,TRUE,FALSE
530/0036,FALSE,TRUE
531/0129,FALSE,TRUE
531/0132,FALSE,TRUE
531/0135,TRUE,FALSE
531/0144,FALSE,TRUE
536/0053,FALSE,TRUE
536/0062,TRUE,FALSE
536/0063,FALSE,TRUE
536/0084,TRUE,FALSE
536/0090,FALSE,TRUE
540/0005,FALSE,TRUE
540/0010,TRUE,FALSE
540/0011,FALSE,FALSE
540/0012,FALSE,TRUE
540/0017,FALSE,FALSE
540/0018,FALSE,TRUE
540/0024,FALSE,FALSE
540/0025,FALSE,FALSE
530/0043,FALSE,TRUE
530/0054,FALSE,FALSE
530/0057,FALSE,FALSE
530/0063,TRUE,FALSE
530/0071,TRUE,FALSE
531/0153,TRUE,FALSE
536/0106,FALSE,TRUE
540/0030,FALSE,TRUE
540/0033,FALSE,TRUE
540/0035,FALSE,TRUE
540/0039,FALSE,TRUE
540/0042,TRUE,FALSE
540/0045,FALSE,TRUE
530/0072,TRUE,FALSE
530/0076,FALSE,TRUE
530/0081,TRUE,FALSE
530/0084,TRUE,FALSE
530/0086,FALSE,FALSE
530/0089,FALSE,TRUE
530/0098,FALSE,TRUE
531/0232,TRUE,FALSE
531/0240,TRUE,FALSE
532/0001,FALSE,TRUE
532/0002,FALSE,FALSE
532/0004,TRUE,FALSE
537/0001,FALSE,TRUE
537/0004,FALSE,TRUE
537/0008,TRUE,FALSE
540/0051,FALSE,FALSE
540/0054,FALSE,FALSE
540/0056,FALSE,TRUE
540/0057,FALSE,FALSE
540/0058,FALSE,TRUE
540/0059,FALSE,TRUE
540/0060,FALSE,TRUE
540/0061,FALSE,TRUE
540/0062,FALSE,TRUE
530/0102,FALSE,TRUE
530/0108,FALSE,TRUE
530/0109,FALSE,TRUE
530/0110,FALSE,TRUE
530/0112,FALSE,TRUE
530/0115,FALSE,TRUE
530/0116,FALSE,TRUE
532/0009,FALSE,TRUE
532/0011,TRUE,FALSE
532/0012,FALSE,TRUE
532/0013,FALSE,TRUE
532/0018,FALSE,TRUE
532/0019,FALSE,TRUE
532/0020,FALSE,TRUE
537/0014,TRUE,FALSE
537/0016,FALSE,TRUE
537/0019,FALSE,TRUE
537/0021,FALSE,TRUE
537/0023,FALSE,TRUE
537/0032,FALSE,TRUE
540/0065,FALSE,TRUE
540/0067,TRUE,FALSE
541/0005,FALSE,FALSE
541/0006,FALSE,FALSE
541/0007,FALSE,TRUE
541/0009,FALSE,TRUE
541/0010,FALSE,TRUE
530/0127,TRUE,FALSE
530/0135,FALSE,TRUE
530/0153,FALSE,TRUE
530/0159,FALSE,TRUE
530/0161,FALSE,FALSE
530/0167,FALSE,FALSE
532/0023,FALSE,FALSE
532/0030,FALSE,TRUE
532/0031,FALSE,TRUE
532/0032,TRUE,FALSE
532/0034,FALSE,TRUE
532/0038,TRUE,FALSE
532/0041,TRUE,FALSE
532/0044,FALSE,FALSE
538/0004,TRUE,FALSE
538/0006,FALSE,FALSE
538/0007,FALSE,FALSE
538/0008,FALSE,FALSE
538/0009,TRUE,FALSE
538/0013,FALSE,TRUE
538/0014,TRUE,FALSE
538/0017,FALSE,FALSE
538/0022,FALSE,FALSE
541/0014,FALSE,TRUE
541/0016,FALSE,TRUE
541/0019,FALSE,TRUE
541/0022,FALSE,FALSE
541/0023,TRUE,FALSE
541/0025,TRUE,FALSE
541/0032,FALSE,FALSE
541/0036,FALSE,TRUE
530/0173,FALSE,TRUE
530/0176,TRUE,FALSE
530/0182,FALSE,TRUE
530/0183,FALSE,TRUE
530/0188,FALSE,TRUE
530/0192,FALSE,TRUE
530/0193,FALSE,FALSE
532/0045,FALSE,TRUE
532/0047,FALSE,TRUE
532/0050,FALSE,TRUE
532/0052,TRUE,FALSE
532/0056,FALSE,FALSE
532/0060,FALSE,TRUE
538/0023,FALSE,TRUE
538/0029,FALSE,TRUE
538/0030,FALSE,FALSE
538/0033,FALSE,TRUE
538/0039,TRUE,FALSE
538/0040,FALSE,FALSE
538/0041,TRUE,FALSE
541/0041,FALSE,TRUE
541/0043,FALSE,FALSE
541/0045,FALSE,FALSE
541/0048,TRUE,FALSE
541/0049,TRUE,FALSE
541/0051,FALSE,TRUE
541/0053,FALSE,TRUE
509/0024,FALSE,FALSE
509/0029,FALSE,FALSE
509/0031,TRUE,FALSE
509/0035,FALSE,TRUE
509/0045,FALSE,TRUE
516/0003,FALSE,FALSE
516/0008,FALSE,TRUE
516/0010,TRUE,FALSE
516/0015,TRUE,FALSE
516/0019,TRUE,FALSE
516/0025,FALSE,TRUE
516/0027,TRUE,FALSE
524/0014,FALSE,TRUE
524/0015,FALSE,FALSE
524/0021,TRUE,FALSE
524/0025,FALSE,TRUE
524/0026,FALSE,FALSE
524/0028,FALSE,TRUE
524/0029,FALSE,TRUE
524/0030,FALSE,FALSE
502/0042,FALSE,FALSE
502/0043,FALSE,FALSE
502/0046,TRUE,FALSE
502/0047,FALSE,TRUE
502/0049,FALSE,FALSE
502/0051,FALSE,TRUE
502/0054,FALSE,FALSE
510/0004,FALSE,TRUE
510/0005,TRUE,FALSE
510/0010,FALSE,FALSE
510/0011,TRUE,FALSE
510/0015,FALSE,TRUE
510/0020,TRUE,FALSE
516/0031,FALSE,TRUE
516/0032,TRUE,FALSE
516/0034,FALSE,TRUE
516/0043,TRUE,FALSE
516/0046,FALSE,FALSE
516/0048,TRUE,FALSE
524/0031,FALSE,TRUE
524/0048,FALSE,TRUE
525/0001,FALSE,TRUE
525/0005,FALSE,TRUE
525/0007,FALSE,FALSE
502/0064,FALSE,TRUE
502/0065,TRUE,FALSE
502/0072,FALSE,TRUE
502/0079,FALSE,TRUE
502/0081,TRUE,FALSE
502/0083,FALSE,TRUE
502/0086,FALSE,FALSE
502/0087,FALSE,TRUE
510/0033,FALSE,TRUE
510/0040,FALSE,FALSE
510/0045,FALSE,TRUE
510/0046,FALSE,TRUE
510/0057,FALSE,TRUE
511/0002,FALSE,TRUE
516/0051,TRUE,FALSE
517/0002,TRUE,FALSE
517/0006,FALSE,FALSE
517/0007,FALSE,TRUE
517/0008,FALSE,TRUE
517/0012,FALSE,TRUE
517/0015,FALSE,FALSE
525/0009,FALSE,TRUE
525/0011,FALSE,TRUE
525/0013,FALSE,TRUE
525/0017,FALSE,TRUE
525/0020,FALSE,TRUE
526/0001,TRUE,FALSE
526/0004,TRUE,FALSE
526/0009,FALSE,FALSE
526/0010,TRUE,FALSE
502/0092,FALSE,FALSE
502/0094,FALSE,TRUE
502/0096,TRUE,FALSE
502/0098,FALSE,TRUE
502/0101,FALSE,FALSE
502/0113,TRUE,FALSE
511/0003,FALSE,TRUE
511/0005,FALSE,TRUE
511/0008,FALSE,TRUE
511/0010,FALSE,TRUE
511/0012,FALSE,TRUE
517/0024,TRUE,FALSE
517/0033,TRUE,FALSE
517/0034,FALSE,FALSE
517/0035,FALSE,TRUE
517/0036,FALSE,TRUE
517/0038,FALSE,TRUE
517/0043,FALSE,TRUE
517/0051,FALSE,TRUE
517/0053,TRUE,FALSE
526/0019,TRUE,FALSE
526/0021,FALSE,TRUE
526/0035,TRUE,FALSE
527/0001,FALSE,FALSE
527/0004,FALSE,FALSE
527/0005,FALSE,TRUE
527/0007,FALSE,TRUE
503/0002,FALSE,FALSE
503/0006,FALSE,TRUE
503/0013,FALSE,TRUE
503/0014,FALSE,FALSE
503/0015,FALSE,TRUE
503/0019,TRUE,FALSE
511/0034,FALSE,TRUE
511/0043,TRUE,FALSE
511/0045,TRUE,FALSE
511/0061,FALSE,TRUE
512/0001,FALSE,TRUE
518/0009,FALSE,TRUE
518/0011,FALSE,TRUE
518/0012,FALSE,TRUE
518/0013,FALSE,TRUE
518/0015,TRUE,FALSE
518/0016,TRUE,FALSE
518/0017,FALSE,FALSE
518/0018,FALSE,TRUE
527/0010,TRUE,FALSE
527/0014,TRUE,FALSE
527/0017,TRUE,FALSE
528/0004,FALSE,FALSE
528/0006,FALSE,TRUE
528/0007,FALSE,TRUE
528/0008,FALSE,TRUE
503/0034,FALSE,TRUE
504/0002,FALSE,TRUE
504/0012,FALSE,TRUE
504/0022,FALSE,FALSE
504/0024,TRUE,FALSE
