HOLDING_CODE,ITEM1,ITEM2,ITEM14,ITEM40,ITEM41,ITEM46,ITEM47,ITEM48,ITEM49,ITEM50,ITEM84,ITEM85,ITEM86,ITEM87,ITEM94,ITEM95,ITEM96,ITEM145,ITEM157,ITEM170,ITEM171,ITEM177,ITEM178,ITEM179,ITEM182,ITEM183,ITEM184,ITEM200,ITEM1714,ITEM1715,ITEM1716,ITEM1717,ITEM1718,ITEM1719,ITEM100,ITEM101,ITEM102,ITEM103,ITEM104,ITEM105,ITEM106,ITEM107,ITEM108,ITEM109,ITEM110,ITEM111,ITEM112,ITEM113,ITEM114,ITEM115,ITEM116,ITEM117,ITEM118,ITEM119,ITEM120,ITEM121,ITEM122,group,group1,ITEM42,ITEM43,ITEM44,ITEM45,ITEM16,ITEM18,ITEM17,ITEM20,cattle_dairy,cattle_beef,calf_dairy,calf_beef,service_bull,breeder_dairy,breeder_beef,cattle_other,barley,oats,grass,roughGraz,area
462/0164,0,0,0,0,0,1.4,0,0,0.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,NA,0.000000000000000,0.000000000000000,0.252,1.148000000000000,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1.4,0,1.6
462/0168,0,0,0,0,0,1.2,0,0,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,NA,0.000000000000000,0.000000000000000,0,1.200000000000000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.2,0,1.6
462/0170,0,0,0,0,0,4,0,0,0.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,NA,1.040000000000000,0.960000000000000,0.36,1.640000000000000,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,4.9
462/0180,0,0,0,0,0,0.5,0,0,0.3,0.8,0,0,0,0,0,0,0,140,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,6,3,NA,0.000000000000000,0.000000000000000,0,0.500000000000000,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0.5,0,0.8
462/0188,0,0,0,0,0,6.6,24.1,7.8,0.3,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,3,NA,0.000000000000000,2.400000000000000,0,4.200000000000000,0,0,0,0,0,7,3,4,0,0,0,0,0,0,6.6,24.1,38.8
462/0194,0,0,0,0,0,2.4,1.5,0,0.2,4.1,0,0,0,0,0,0,0,101,0,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,NA,1.200000000000000,0.000000000000000,1.2,0.000000000000000,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2.4,1.5,4.1
462/0199,0,0,0,3.78,0,3.78,4.92,0,0,8.7,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,NA,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0.38,2,2,0,0,0,0,0,1,0,0.38,0,4.92,8.7
462/0205,0,0,0,0,0,2.66,0,0,0.18,2.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,4,1,14,3,NA,1.230000000000000,1.130000000000000,0.06,0.240000000000000,0,0,0,0,3,3,1,6,0,0,1,1,0,0,2.66,0,2.84
462/0212,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,NA,0.000000000000000,0.000000000000000,0.81,3.690000000000000,0,0,0,0,2,2,0,0,0,0,1,1,0,0,4.5,0,4.5
462/0213,0,3.1,0,0,0,1.7,0,0,0,1.7,0,0,0,0,0,0,0,203,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,3,NA,1.300000000000000,0.000000000000000,0,0.400000000000000,0,0,0,0,0,10,4,4,0,0,0,0,0,0,1.7,0,1.7
462/0252,0,0,0,0.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,3,NA,0.700000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0.7,0,1
462/0268,0,0,0,0,0,0,1.21,0,0,1.21,0,0,0,0,0,0,0,58,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.21,1.21
462/0294,36.07,0,0,0,0,0,34.69,1.83,1.87,38.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,3,NA,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,34.69,38.39
462/0295,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,2,0,5,0,5,1,0,0,0,1,0,0,0,0,0,20,16,0,0,86,3,NA,0.000000000000000,0.000000000000000,0,4.000000000000000,0,0,0,0,0,48,16,20,1,0,1,0,0,0,4,0,0
462/0298,0,0,0,0,0,7.5,26.25,0,0,33.75,0,0,0,0,0,0,0,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,19,3,NA,2.500000000000000,0.000000000000000,5,0.000000000000000,0,0,0,0,0,10,2,6,1,0,0,0,0,0,7.5,26.25,33.75
463/0005,0,0,0,0,0,50,397.9,5,2,454.9,0,0,0,0,0,0,0,732,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,17,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,10,38,3,NA,0.000000000000000,0.000000000000000,0,50.000000000000000,0,0,0,0,0,20,10,7,1,0,0,0,0,0,50,397.9,454.9
463/0010,0,0,0,0,0,90.5,232.42,0,1,323.92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,41,0,8,0,5,0,0,1,0,0,0,0,0,3,0,6,3,0,0,19,22,108,3,NA,0.000000000000000,15.500000000000000,14,61.000000000000000,0,0,0,0,0,54,22,19,1,0,6,6,0,0,90.5,232.42,323.92
463/0035,0,0,0,0,0,4.26,14.23,0,0,18.49,0,0,0,0,0,0,0,168,0,24,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,4,1,1,0,0,0,0,0,0,1,1,2,1,1,4,3,3,5,4,45,3,NA,2.220000000000000,2.040000000000000,0,0.000000000000000,0,0,0,0,1,20,7,8,0,1,2,7,0,0,4.26,14.23,18.49
463/0046,0,0,0,0,0,12.79,5.01,0.81,0.57,19.18,0,0,0,0,0,0,0,96,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,NA,0.000000000000000,2.950000000000000,0,9.840000000000000,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12.79,5.01,19.18
463/0066,0,0,0,0,0,3.9,4.8,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,7,0,4,0,0,0,6,6,37,3,NA,0.000000000000000,0.000000000000000,0,3.900000000000000,0,0,0,0,0,14,6,6,0,0,4,7,0,0,3.9,4.8,8.7
463/0071,0,12.1,0,0,0,2.8,2,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,0,4,0,2,0,4,0,0,0,9,4,43,3,NA,0.000000000000000,0.000000000000000,0,2.800000000000000,0,0,0,0,0,20,4,9,0,0,8,2,0,0,2.8,2,4.8
463/0073,0,0,0,0,0,6.2,0,0,0,6.2,0,0,0,0,0,0,0,750,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,40,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,18,20,107,3,NA,1.200000000000000,5.000000000000000,0,0.000000000000000,0,0,0,0,0,43,20,18,1,0,0,25,0,0,6.2,0,6.2
463/0075,0,0,0,0,0,8.1,33.9,0,0.4,42.4,0,0,0,0,0,0,2,119,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,NA,0.000000000000000,0.000000000000000,0,8.100000000000000,0,0,0,0,0,2,1,1,0,0,0,0,0,0,8.1,33.9,42.4
463/0079,0,0,0,0,0,4.8,0,0,0,4.8,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,2,0,10,3,NA,0.000000000000000,2.000000000000000,2.8,0.000000000000000,0,0,0,0,0,0,1,5,0,0,4,0,0,0,4.8,0,4.8
463/0080,0,0,0,0,0,13.97,0,0,0.73,14.7,0,0,0,0,0,0,0,568,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,18,3,NA,0.000000000000000,0.000000000000000,0,13.970000000000001,0,0,0,0,0,9,5,3,1,0,0,0,0,0,13.97,0,14.7
463/0085,0,0,0,0,0,16.06,0,0,0.4,16.46,0,0,0,0,0,0,0,672,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,6,7,35,3,NA,0.000000000000000,0.000000000000000,0,16.059999999999999,0,0,0,0,0,17,9,8,1,0,0,0,0,0,16.06,0,16.46
463/0117,0,0,0,0.2,0,6.02,0.14,0,0,6.16,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,NA,1.750000000000000,1.630000000000000,0.55,1.890000000000000,0,0,0,0.1,3,1,0,0,0,0,0,0,0,0.1,5.82,0.14,6.16
463/0120,0,0,0,0,0,13.74,0,0,0.1,13.84,0,0,0,0,0,0,0,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,7,27,3,NA,0.000000000000000,0.000000000000000,0,13.740000000000000,0,0,0,0,0,11,7,3,0,0,6,0,0,0,13.74,0,13.84
463/0125,0,0,0,0,0,0.42,27.49,0,0,27.91,0,0,0,0,0,0,0,413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9,3,27,3,NA,0.420000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,14,3,9,1,0,0,0,0,0,0.42,27.49,27.91
463/0126,0,0,0,0,0,8,14.7,0,0,22.7,0,0,0,0,0,0,0,440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,21,3,NA,0.000000000000000,4.000000000000000,0,4.000000000000000,0,0,0,0,0,11,6,3,0,0,0,1,0,0,8,14.7,22.7
463/0131,0,0,0,0,0,6.1,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,12,10,54,3,NA,2.000000000000000,4.000000000000000,0,0.100000000000000,0,0,0,0,0,28,11,13,1,0,1,0,0,0,6.1,0,6.1
463/0133,0,0,0,0,0,4,0.8,0,0,4.8,0,0,0,0,0,0,1,804,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8,8,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,6,30,3,NA,0.000000000000000,0.000000000000000,1,3.000000000000000,0,0,0,0,10,8,6,2,0,0,2,2,0,0,4,0.8,4.8
463/0140,0,0,0,0,0,7.81,2.06,0,0.76,10.63,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,NA,0.000000000000000,3.880000000000000,0,3.930000000000000,0,0,0,0,0,7,6,0,0,0,0,0,0,0,7.81,2.06,10.63
463/0146,0,0,0,0,0,0,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,NA,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2.7,2.7
463/0153,0,0,0,0,0,2.8,0,0,0,2.8,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,20,3,NA,0.000000000000000,0.000000000000000,0,2.800000000000000,0,0,0,0,0,12,6,2,0,0,0,0,0,0,2.8,0,2.8
463/0165,0,0,0,0,0,4.6,2,0,0.03,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,3,NA,1.456000000000000,1.344000000000000,0.324,1.476000000000000,0,0,0,0,1,1,1,1,0,0,0,1,0,0,4.6,2,6.63
463/0166,0,0,0,0,0,3.05,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,NA,0.000000000000000,0.000000000000000,0.549,2.501000000000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.05,0,3.05
463/0169,0,3.76,0,0,0,2.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,4,22,3,NA,0.000000000000000,2.300000000000000,0,0.000000000000000,0,0,0,0,0,11,4,4,0,0,2,1,0,0,2.3,0,2.3
463/0191,0,0,0,0,0,39.6,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,NA,0.000000000000000,0.000000000000000,0,39.600000000000001,0,0,0,0,0,2,0,0,0,0,2,0,0,0,39.6,0,39.6
463/0192,0,0,0,0,0,23.15,0,0,0.75,23.9,0,0,0,0,0,0,0,93,0,0,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,1,0,3,0,0,1,0,0,0,3,1,0,0,2,4,2,2,4,3,33,3,NA,0.000000000000000,0.000000000000000,2.02,21.129999999999999,0,0,0,0,0,12,5,6,1,0,5,5,0,0,23.15,0,23.9
463/0203,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,19,3,NA,0.000000000000000,0.000000000000000,0,18.000000000000000,0,0,0,0,0,15,2,1,0,0,1,0,0,0,18,0,18
463/0206,0,0,0,0,0,4.6,0,0,0.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,NA,0.000000000000000,0.000000000000000,0.874,3.726000000000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.6,0,4.7
463/0215,0,0,0,0,0,0,3.93,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,NA,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3.93,3.93
463/0218,0,5.33,0,0,0,3.41,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,2,1,1,1,0,0,0,0,1,1,9,2,2,4,2,1,2,1,38,3,NA,0.000000000000000,0.000000000000000,0.614,2.796000000000000,0,0,0,0,3,11,2,4,0,2,3,14,0,0,3.41,0,3.41
463/0226,0,0,0,0,0,2,0.32,0,0.08,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,14,3,NA,1.200000000000000,0.800000000000000,0,0.000000000000000,0,0,0,0,0,7,3,4,0,0,0,0,0,0,2,0.32,2.4
463/0245,0,0,0,0,0,5.8,0,0,0,5.8,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,11,3,NA,0.000000000000000,0.000000000000000,0,5.800000000000000,0,0,0,0,0,6,4,0,0,0,1,0,0,0,5.8,0,5.8
463/0249,0,0,0,0,0,4,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,NA,1.060000000000000,0.940000000000000,0.38,1.620000000000000,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,12,16
463/0264,0,0,0,0,0,1.6,0,0,0,1.6,0,0,0,0,0,0,0,367,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,3,NA,0.000000000000000,0.000000000000000,0,1.600000000000000,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1.6,0,1.6
463/0272,0,0,0,0,0,28.54,0.4,0,0.4,29.34,0,0,0,0,0,0,0,372,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,5,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,34,3,NA,0.000000000000000,4.300000000000000,0,24.240000000000002,0,0,0,0,0,26,0,0,1,0,7,0,0,0,28.54,0.4,29.34
463/0274,0,0,0,0,0,9.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,25,0,5,0,4,0,0,1,0,1,0,2,0,0,0,1,0,0,0,8,15,62,3,NA,0.000000000000000,9.500000000000000,0,0.000000000000000,0,0,0,0,0,35,15,8,1,0,3,1,0,0,9.5,0,9.5
463/0280,0,0,0,0,0,39.7,0,0,0.1,39.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,7,29,3,NA,0.000000000000000,0.000000000000000,0,39.700000000000003,0,0,0,0,0,13,7,2,0,0,6,1,0,0,39.7,0,39.8
463/0285,0,0,0,0,0,112.67,0,0,0,112.67,0,0,0,0,0,0,0,709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,25,3,NA,0.000000000000000,0.000000000000000,0,112.670000000000000,0,0,0,0,0,12,6,6,1,0,0,0,0,0,112.67,0,112.67
463/0320,0,0,0,0,0,5.17,0,0,0.27,5.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,3,16,3,NA,0.000000000000000,0.000000000000000,0,5.170000000000000,0,0,0,0,0,7,4,2,0,0,0,3,0,0,5.17,0,5.44
464/0003,0,0,0,0,0,14.97,875.43,0,1,891.4,0,0,0,0,0,0,0,620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,6,35,3,NA,0.000000000000000,0.000000000000000,0,14.970000000000001,0,0,0,0,0,18,6,8,0,0,2,1,0,0,14.97,875.43,891.4
464/0004,0,0,0,0,0,25,0,201.99,2.25,0,0,0,0,0,0,0,0,198,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,44,0,4,0,8,0,0,1,0,0,0,0,0,0,0,0,2,1,1,23,15,99,3,NA,0.000000000000000,0.000000000000000,0,25.000000000000000,0,0,0,0,0,56,16,24,1,0,0,2,0,0,25,0,0
464/0007,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,40,0,12,0,21,0,0,2,0,0,0,0,0,7,0,27,0,0,0,13,27,149,2,NA,2.000000000000000,0.000000000000000,0,18.000000000000000,0,0,0,0,0,73,27,13,2,0,27,7,0,0,20,0,0
464/0020,0,0,0,0,0,6.04,8.66,0,0.1,14.8,0,0,0,0,0,0,0,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,2,0,0,1,0,0,0,0,0,4,0,5,0,0,0,6,9,43,3,NA,1.600000000000000,0.800000000000000,0,3.640000000000000,0,0,0,0,0,18,9,6,1,0,5,4,0,0,6.04,8.66,14.8
464/0021,0,0,0,0,0,17.77,0,0,0.19,17.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,19,3,NA,5.970000000000000,0.000000000000000,0,11.800000000000001,0,0,0,0,0,11,3,5,0,0,0,0,0,0,17.77,0,17.96
464/0050,0,7.25,0,0,0,3.45,8.55,0,0,12,0,0,0,0,0,0,0,119,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,3,NA,0.000000000000000,1.710000000000000,0,1.740000000000000,0,0,0,0,0,2,0,2,0,0,1,0,0,0,3.45,8.55,12
464/0060,0,0,0,0,0,5.23,6.97,0,0.5,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22,3,NA,0.000000000000000,2.230000000000000,0,3.000000000000000,0,0,0,0,0,12,5,5,0,0,0,0,0,0,5.23,6.97,12.7
464/0062,0,0,0,0,0,24.45,0,0,0,24.45,0,0,0,0,0,0,0,73,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,9,3,NA,0.000000000000000,0.000000000000000,0,24.449999999999999,0,0,0,0,0,4,0,0,0,0,1,4,0,0,24.45,0,24.45
464/0092,0,0,0,0,0,6.1,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,NA,0.000000000000000,0.000000000000000,0,6.100000000000001,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6.1,0,6.1
464/0096,0,0,0,0,0,3.09,0,0,0.02,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,NA,0.930000000000000,0.000000000000000,0,2.160000000000000,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3.09,0,3.11
464/0097,0,0,0,0,0,0,0.9,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,3,NA,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.9,1
464/0105,0,0,0,0,0,4.19,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,3,NA,2.050000000000000,2.040000000000000,0.02,0.080000000000000,0,0,0,0,0,18,0,0,0,0,0,1,0,0,4.19,0,4.19
464/0106,0,0,0,0,0,3.9,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,3,NA,0.000000000000000,3.900000000000000,0,0.000000000000000,0,0,0,0,0,9,0,0,0,0,6,0,0,0,3.9,0,3.9
464/0114,0,2.3,0,0,0,2.7,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,3,16,3,NA,0.000000000000000,0.000000000000000,0.6,2.100000000000000,0,0,0,0,3,3,5,3,0,1,1,1,0,0,2.7,0,2.7
464/0120,0,0,0,0,0,2.19,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,13,3,NA,0.000000000000000,0.000000000000000,0.54,1.650000000000000,0,0,0,0,0,7,3,3,0,0,0,0,0,0,2.19,0,2.19
464/0126,0,0,0,0,0,2.15,0.25,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9,3,NA,0.910000000000000,0.350000000000000,0.2,0.690000000000000,0,0,0,0,5,2,0,0,0,0,1,2,0,0,2.15,0.25,2.4
